Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
12511,CA,Electric Vehicle (EV) Charging Station Billing Requirements ,"EV charging station charging rates must be based on a price per
megajoule or kilowatt-hour. All EV charging stations must be able to
indicate the billing rate at any point during a transaction. Existing
Level 2 EV charging stations installed before January 1, 2021, must be
updated by January 1, 2031, and Level 2 EV charging stations installed
after January 1, 2021, must comply upon installation. Existing direct
current fast charging (DCFC) stations installed before January 1, 2023,
must be updated by January 1, 2033, and DCFC installed after January 1,
2023, must comply upon installation.

(Reference [California Code of Regulations Title 4, Sections 4001 and 4002.11](https://oal.ca.gov/publications/ccr/))",2019-11-01 00:00:00 UTC,,FALSE,51,Laws and Regulations,,2020-11-13 15:54:59 UTC,,,,,ELEC|PHEV,,OTHER,STATION,https://oal.ca.gov/publications/ccr/
12512,CA,Zero Emission Vehicle (ZEV) and Infrastructure Support,"The California Energy Resources Conservation and Development Commission
must provide technical assistance and support for the development of
zero-emission fuels, fueling infrastructure, and fuel transportation
technologies. Technical assistance and support may include the creation
of research, development, and demonstration programs.

(Reference [California Public Resources Code 25617](https://leginfo.legislature.ca.gov/faces/home.xhtml))",,,FALSE,52,Laws and Regulations,,2020-11-13 15:56:58 UTC,,,,,ELEC|HY,,OTHER,STATION|AFP|PURCH|GOV,https://leginfo.legislature.ca.gov/faces/home.xhtml
12513,CA,Bus Replacement Grant,"The California Air Resources Board (CARB) offers grants for the purchase
of new zero-emission buses to replace old gasoline, diesel, compressed
natural gas, or propane buses. Grants awards vary based on vehicle type
and are available in the following amounts:

  Vehicle                                    Maximum Grant Amount
  ------------------------------------------ ----------------------
  Electric Transit Bus                       \$180,000
  Fuel Cell Transit Bus                      \$400,000
  Electric School Bus                        \$400,000
  Electric School Bus (CARB non-compliant)   \$380,000
  Electric Shuttle Bus                       \$160,000

Non-compliant school buses are vehicles that are not compliant with the
CARB Truck and Bus Regulation. Eligible applicants include owners of
transit, school, and shuttle buses. Grants are awarded on a first-come,
first-served basis. The program is funded by California's portion of the
[Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including funding availability, see the CARB's
[Volkswagen
Settlement](https://ww2.arb.ca.gov/our-work/programs/volkswagen-environmental-mitigation-trust-california)
website.
",,,FALSE,5,State Incentives,,2020-11-13 16:06:13 UTC,,,,,ELEC|HY|PHEV,GNT,,GOV|OTHER,
12514,CA,Heavy-Duty Low Emission Vehicle Replacement and Repower Grants,"The South Coast Air Quality Management District (SCAQMD) offers grants
for the replacement or repower of eligible class 7 and 8 heavy-duty
vehicles with low oxide of nitrogen (NOx) vehicles. Grants may cover up
to 50% of non-government project costs and up to 100% of government
project costs; up to \$3 million per entity. Eligible applicants include
Class 7 and 8 freight trucks, drayage trucks, dump trucks, waste
haulers, and concrete mixers, freight switcher locomotives. Grants are
awarded on a first-come, first-served basis. The program is funded by
California's portion of the [Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidance and application, see
the California Air Resources Board's [Volkswagen
Settlement](https://xappprod.aqmd.gov/vw/) website.
",,,FALSE,7,State Incentives,,2020-11-13 16:08:35 UTC,,,,,ELEC|HY,GNT,,FLEET|GOV|OTHER,
12515,CA,Light-Duty Zero Emission Vehicle (ZEV) Sales Requirement,"All sales of new light-duty passenger vehicles in California must be
ZEVs by 2035. ZEVs include battery-electric and fuel cell electric
vehicles. The California Air Resources Board (CARB) will develop
regulations related to in-state sales of new light-duty cars and trucks.
CARB developed a [ZEV Market Development
Strategy](https://static.business.ca.gov/wp-content/uploads/2021/02/ZEV_Strategy_Feb2021.pdf)
to support these regulations and assess statewide ZEV infrastructure.
The Strategy will be updated triennially.

(Reference [Executive Order N-79-20](https://www.gov.ca.gov/category/executive-orders/))",2020-09-23 00:00:00 UTC,,FALSE,5,Laws and Regulations,,2022-10-14 01:15:53 UTC,,,,,ELEC|HY|PHEV,,AIRQEMISSIONS,MAN|GOV,https://ww2.arb.ca.gov/rulemaking/2022/advanced-clean-cars-ii|https://www.gov.ca.gov/category/executive-orders/
12516,MD,Alternative Fuel Vehicle (AFV) Grants,"The Clean Fuels Incentive Program (CFIP), administered by the Maryland
Energy Administration (MEA), provides grants to fleets for the retrofit
or purchase of new AFVs. Grant award amounts vary and may cover up to
100% of the incremental AFV cost. Grants are available in the following
amounts:

::: {align=""center""}
  AFV Technology                                           Vehicle Class   Maximum Grant Award per Vehicle
  -------------------------------------------------------- --------------- ---------------------------------
  Electric Vehicles                                        Class 1-2       \$5,000
  Natural Gas, Propane, Biodiesel, and Hydrogen Vehicles   Class 1-2       \$7,500
  Natural Gas, Propane, and Biodiesel Vehicles             Class 3-8       \$50,000
  Electric and Hydrogen Vehicles                           Class 3-7       \$80,000
  Electric and Hydrogen Vehicles                           Class 8         \$150,000
:::

Eligible applicants must be a fleet vehicle operator or purchaser and
may include school districts, nonprofits, commercial entities,
corporations, and local and municipal governments. AFVs purchased for
individual or personal use are ineligible. Vehicles receiving funding
from other state programs are ineligible. Grants will be awarded on a
competitive basis, with equity and environmental justice considerations
as part of the evaluation criteria. For more information, including
additional eligibility criteria, see MEA's [CFIP
Program](https://energy.maryland.gov/transportation/Pages/Clean-Fuels-Incentive-Program.aspx)
website.
",,,FALSE,5,State Incentives,,2022-03-10 19:29:09 UTC,,,,,BIOD|ELEC|HY|NG|LPG,GNT,,FLEET|GOV|OTHER,
12518,NY,Non-Residential Electric Vehicle (EV) Charging Station Program - NYSEG,"New York State Electric and Gas (NYSEG) Level 2 and Direct Current (DC)
Fast Charger Make Ready Program provides business and municipal
customers with installation and funding support to install approved
Level 2 or direct current fast charging (DCFC) stations. Additional
funding is available for eligible projects located within disadvantaged
communities. Additional terms and conditions apply. For more
information, including the participant guide and application, see the
NYSEG [EV Charger Make-Ready
Program](https://www.nyseg.com/smartenergy/electricvehicles/ev-charger-make-ready-program)
website.
",,,FALSE,40,Utility/Private Incentives,,2020-12-09 22:51:52 UTC,,,,,ELEC|PHEV,OTHER,,STATION|FLEET|GOV,
12519,NY,Non-Residential Electric Vehicle (EV) Charging Station Program - Rochester Gas and Electric (RG&E),"RG&E Level 2 and Direct Current (DC) Fast Charger Make Ready Program
provides business and municipal customers with installation and funding
support to install approved Level 2 or direct current fast charging
(DCFC) stations. Additional funding is available for eligible projects
located within disadvantaged communities. Additional terms and
conditions apply. For more information, including the participant guide
and application, see the RG&E [EV Charger Make-Ready
Program](https://www.rge.com/smartenergy/electricvehicles/ev-charger-make-ready-program#:~:text=With%20our%20new%20Make%2DReady,Participant%20Guide%20for%20more%20information.)
website.
",,,FALSE,47,Utility/Private Incentives,,2020-12-09 22:53:50 UTC,,,,,ELEC|PHEV,OTHER,,STATION|FLEET|GOV,
12520,NY,Direct Current Fast Charging (DCFC) Station Incentive - National Grid,"Owners of DCFC that meet all of the following requirements are eligible
for an annual per connector incentive:

-   Minimum power capacity of 50 kilowatts (kW) in a single- or
    parallel-output configuration.
-   A commonly accepted non-proprietary standard connector.
-   Publicly accessible, without restriction or fees for parking.

The full incentive is available for electric vehicle (EV) stations rated
with power capacity of 75 kW and higher, and a 60% incentive is
available for ports rated 50 kW to 74 kW. Payments are made annually
from the date equipment is placed in service, through 2025.

Incentives are available on a first-come, first-served basis. Additional
terms and conditions apply.

For more information, including annual incentive amounts, see the
National Grid [Clean Transportation
Programs](https://www.nationalgridus.com/Upstate-NY-Business/Energy-Saving-Programs/Electric-Vehicle-Charging-Station-Program)
website.
",,,FALSE,56,Utility/Private Incentives,,2020-12-09 23:01:40 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION,
12521,NY,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - National Grid,"National Grid offers a TOU rate to residential customers that own or
lease eligible EVs. For more information, see the National Grid
[Nighttime is the Right Time to Charge Your
EV](https://www.nationalgridus.com/Time-of-Use) website.
",,,FALSE,77,Utility/Private Incentives,,2020-12-09 23:09:27 UTC,,,,,ELEC|PHEV,TOU,,IND,
12522,NY,Non-Residential Electric Vehicle (EV) Charging Station Program - National Grid,"National Grid's Electric Vehicle Charging Station Program provides
non-residential Upstate New York customers with installation and funding
support to install approved Level 2 or direct current fast charging
(DCFC) stations at businesses, multi-unit dwellings and workplaces.
Additional funding is available for eligible projects located within
disadvantaged communities. Additional terms and conditions apply. For
more information, including incentive eligibility levels, see the [EV
Charging Station
Programs](https://www.nationalgridus.com/Upstate-NY-Business/Energy-Saving-Programs/Electric-Vehicle-Charging-Station-Program)
website.
",,,FALSE,38,Utility/Private Incentives,,2020-12-09 23:12:37 UTC,,,,,ELEC|PHEV,OTHER,,STATION,
12523,NY,Electric Vehicle (EV) and EV Charging Station Study,"The New York State Energy Research and Development Authority (NYSERDA)
prepared a
[report](https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Publications/Research/Transportation/21-06-New-York-State-Transportation-Electrification-Report.pdf)
on the state's EVs and EV charging stations. The report analyzes the
potential environmental and policy benefits from expanding the state's
inventory of EV and EV charging stations, identifies current EV charging
stations, evaluates geographic areas lacking access to public EV
charging stations, evaluates EV incentives, and assesses the feasibility
to electrify the state vehicle fleet. (Reference [Senate
Bill](https://nyassembly.gov/) 5820, 2019)
",2019-12-16 00:00:00 UTC,,FALSE,28,Laws and Regulations,,,,,,,ELEC|PHEV,,OTHER,GOV,
12525,NY,Electric Vehicle (EV) Policies for Condominiums,"Condominium associations may not prohibit or restrict the installation
or use of EV charging stations in a homeowner's designated parking
space. Condominium associations may put reasonable restrictions on EV
charging stations, but the policies may not significantly increase the
cost of the EV charging stations or prohibit installation. Homeowners
must comply with applicable health and safety codes and architectural
standards, engage a licensed installation contractor, and provide a
certificate of insurance. The homeowner is responsible for the cost of
the installation, operation, maintenance, repair, removal, or
replacement of the station in their parking space, as well as any
resulting damage to the EV charging station or surrounding area.
(Reference [New York Consolidated
Laws](https://www.nysenate.gov/legislation/laws) Real Property Section
339-LL)
",2019-12-06 00:00:00 UTC,,FALSE,40,Laws and Regulations,,2020-12-09 23:22:19 UTC,,,,,ELEC|PHEV,,RTC,MUD|IND,https://www.nysenate.gov/legislation/laws
12526,NY,Electric Vehicle (EV) Charging Signage and Parking Space Regulation,"Individuals may stop, stand, or park a motor vehicle within any parking
space specifically designated for parking and charging EVs unless the
motor vehicle is an EV. Any vehicle that is not actively charging may
not park in designated EV charging parking spaces. An EV is presumed to
not be charging if it is parked at a charging station and is not
connected to the charger for longer than 30 minutes. Conspicuous and
permanently installed signage is required to properly identify the EV
station parking and charging restrictions.

(Reference [New York Consolidated
Laws](https://www.nysenate.gov/legislation/laws) Vehicle and Traffic
Section 1202)
",2020-10-07 00:00:00 UTC,,FALSE,42,Laws and Regulations,,2020-12-09 23:27:24 UTC,,,,,ELEC|PHEV,,OTHER,STATION|IND,https://legislation.nysenate.gov/
12528,MD,Electric Vehicle (EV) Workplace Charging Grant,"The Maryland Department of Environment (MDE) offers grants for the
installation of EV charging stations at workplaces through the Charge
Ahead Grant Program (CAGP). Grants are available for up to \$4,500 per
Level 2 EV charger and \$600,000 per applicant. CAGP funding is
available for costs directly attributable to the design, installation,
and operation of eligible workplace EV charging stations. Eligible
entities include non-profits, private companies, and government
agencies. The program is funded by Maryland's portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidance and application, see
the MDE [Volkswagen
Settlement](https://mde.maryland.gov/programs/Air/MobileSources/Pages/MarylandVolkswagenMitigationPlan.aspx)
website.
",,,FALSE,2,State Incentives,,2020-12-11 21:44:14 UTC,,,,,ELEC|PHEV,GNT,,STATION|FLEET|GOV|OTHER,
12529,MD,Electric Vehicle (EV) Corridor Charging Grant,"The Maryland Department of Environment (MDE) offers grants of up to 80%
of the cost for the installation of direct current fast charging (DCFC)
stations along [Federal Highway
Administration](https://afdc.energy.gov/laws/11675) designated
alternative fuel corridors through the Electric Corridors Grant Program
(ECGP). ECPG funding is available for up to \$150,000 per DCFC station
and \$600,000 per applicant. Eligible entities include non-profits and
private businesses. Grant awards vary based on total kilowatts per
charging port. The program is funded by Maryland's portion of the
[Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidance and application, see
the MDE's [Volkswagen
Settlement](https://mde.maryland.gov/programs/Air/MobileSources/Pages/MarylandVolkswagenMitigationPlan.aspx)
website.
",,,FALSE,2,State Incentives,,2020-12-11 21:46:51 UTC,,,,,ELEC|PHEV,GNT,,STATION|FLEET|OTHER,
12537,RI,Electric Vehicle (EV) Charging Station Incentive – Rhode Island Energy,"Rhode Island Energy offers commercial customers rebates of up to 100% of
installation costs for select Level 2 or direct current fast charging
(DCFC) stations at workplaces, businesses, multi-unit dwellings,
universities, and medical campuses. For more information, including
eligible equipment, see the Rhode Island Energy [Electric Transportation
and Charging
Programs](https://www.rienergy.com/RI-Business/Energy-Saving-Programs/Electric-Vehicle-Charging-Station-Program)
website.
",,,FALSE,8,Utility/Private Incentives,,2021-02-05 16:48:01 UTC,,,,,ELEC|PHEV,RBATE,,STATION|FLEET|GOV|MUD|OTHER,
12538,RI,Fleet Advisory Services – Rhode Island Energy,"Rhode Island Energy offers advisory services to support the
electrification of up to 12 Rhode Island-based fleets. Eligible fleets
include light-duty corporate, medium- and heavy-duty government, public
transit, and municipal school bus fleets. For more information, see the
Rhode Island Energy \[Electric Transportation and Charging
Programs\](National Grid offers advisory services to support the
electrification of up to 12 Rhode Island-based fleets. Eligible fleets
include light-duty corporate, medium- and heavy-duty government, public
transit, and municipal school bus fleets. For more information, see the
National Grid [Electric Transportation and Charging
Programs](https://www.rienergy.com/RI-Business/Energy-Saving-Programs/Electric-Vehicle-Charging-Station-Program)
website.
",,,FALSE,6,Utility/Private Incentives,,2021-02-05 16:50:47 UTC,,,,,ELEC|PHEV,OTHER,,FLEET|GOV|MUD|OTHER|TRANS,
12540,RI,Electric Transit Bus Pilot and Replacement Program,"The Rhode Island Public Transit Authority (RIPTA) is responsible for
implementing the [RIPTA Zero Emissions Vehicle
Program](https://www.ripta.com/electric-bus/) to evaluate electric
transit buses to replace retired diesel buses. This program is part of
Rhode Island's [Beneficiary Mitigation
Plan](http://www.dem.ri.gov/programs/air/documents/vwmitplanf.pdf) and
is funded by Rhode Island's portion of the [Volkswagen Environmental
Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information see the Rhode Island Department of Environmental
Management [Volkswagen
Settlement](http://www.dem.ri.gov/programs/air/vwsettle.php) website.
",,,FALSE,11,Laws and Regulations,,2021-02-05 17:02:31 UTC,,,,,ELEC,,REQ,GOV|TRANS,
12541,MA,Direct Current Fast Charging (DCFC) Station Alternative Rate Structure Requirement,"Public electric utilities must file at least one commercial tariff or
program with the Department of Public Utilities (DPU) to provide DCFC
stations alternative rate structures for demand charges. Each tariff or
program must evaluate the relative costs and benefits associated with
rate designs for multiple EV adoption scenarios and be filed by July 14,
2021. For more information, including a list of rate design filings and
tariffs, see the DPU [Net Metering Filings and
Tariffs](https://www.mass.gov/info-details/net-metering-filings-and-tariffs)
website.

(Reference [Session Law Chapter 383, Section 39, 2020](https://malegislature.gov/Laws/SessionLaws/))",2021-01-15 00:00:00 UTC,,FALSE,47,Laws and Regulations,,2021-03-08 21:26:12 UTC,,,,,ELEC,,OTHER,OTHER,https://malegislature.gov/Laws/SessionLaws/
12542,MA,Zero-Emission Truck Rebates,"Massachusetts Department of Energy Resources' Massachusetts Offers
Rebates for Electric Vehicles (MOR-EV) Trucks Program offers rebates to
public and private fleets for the purchase of all-electric and fuel cell
electric trucks with a purchase price of more than \$50,000 and gross
vehicle weight rating (GVWR) of more than 8,500 pounds (lbs.). Rebate
amounts are available in a declining three block rate structure,
determined by the number of trucks per weight group. Rebates will be
offered in the following amounts:

<div>

  GVWR (lbs.)     Block Size (Number of Trucks, per Block)   Block 1    Block 2    Block 3
  --------------- ------------------------------------------ ---------- ---------- ----------
  8,501-10,000    200                                        \$7,500    \$6,735    \$5,419
  10,001-14,000   200                                        \$15,000   \$12,750   \$10,838
  14,001-16,000   100                                        \$30,000   \$25,500   \$21,675
  16,001-19,500   100                                        \$45,000   \$38,250   \$32,513
  19,501-26,000   100                                        \$60,000   \$51,000   \$43,350
  26,001-33,000   50                                         \$75,000   \$63,750   \$54,188
  33,001+         50                                         \$90,000   \$76,500   \$65,025

</div>

Purchasers of vehicles with a GVWR of greater than 14,000 lbs. can apply
for a voucher to reserve a rebate at the current rebate block value. A
voucher may be provided to an applicant who has demonstrated an intent
to purchase, which may be evidenced by a completed purchase order.
Applicable vehicles that are registered or operate with an environmental
justice community are eligible for an increased rebate amount.
Applicants must apply for a rebate following the purchase and
registration of the truck in Massachusetts and must retain ownership of
the truck for a minimum of 36 months. MOR-EV Trucks rebates cannot be
combined with funds from the Department of Environmental Protection
Volkswagen Settlement-Funded [Grant & Incentive
Programs](https://www.mass.gov/guides/volkswagen-diesel-settlements-environmental-mitigation#-about-the-vw-settlements).

Additional terms and conditions apply. For more information, visit the
[MOR-EV Rebate
Program](https://www.mass.gov/service-details/mor-ev-rebate-program)
website.
",,,FALSE,12,State Incentives,,2021-03-08 21:40:04 UTC,,,,,ELEC|HY,RBATE,,FLEET|GOV,
12545,NJ,Medium- and Heavy-Duty (MHD) Zero Emission Vehicle (ZEV) Voucher Program,"The New Jersey Zero Emission Incentive Program (NJ ZIP) will pilot a
voucher program for the purchase of new MHD ZEVs registered in New
Jersey. Eligible applicants include commercial or institutional
organizations. Vouchers are available for up to 100% of MHD ZEV purchase
prices, and are based on gross vehicle weight rating (GVWR):

<div>

  Vehicle Weight                 Vehicle Class   Amount
  ------------------------------ --------------- -----------
  8,501 - 10,000 pounds (lbs.)   Class 2b        \$20,000
  10,0001 - 14,000 lbs.          Class 3         \$50,000
  14,001 - 16,000 lbs.           Class 4         \$65,000
  16,001 - 19,500 lbs.           Class 5         \$80,000
  19,501 - 26,000 lbs.           Class 6         \$90,000
  26,001 - 33,000 lbs.           Class 7         \$135,000
  33,001+ lbs.                   Class 8         \$175,000

</div>

Applicants may receive a maximum of \$3,000,000 in vouchers. Vehicles
must be purchased through qualified vendors. Additional funding is
available to applicants located in environmental justice communities.
This program is funded by [Regional Greenhouse Gas
Initiative](https://afdc.energy.gov/laws/12229) proceeds. For more
information, including eligibility requirements, see the [NJ ZIP
Program](https://www.njeda.com/njzip/) website.

(Reference [New Jersey Administrative Code 7:27D](https://www.state.nj.us/oal/rules/accessp/))",,,FALSE,32,State Incentives,,2021-04-14 17:29:30 UTC,,,,,ELEC|HY|PHEV,OTHER,,STATION|FLEET,https://www.state.nj.us/oal/rules/accessp/
12547,US,Freight Efficiency and Zero-Emission Vehicle Infrastructure Grants,"The U.S. Department of Transportation (DOT) Infrastructure for
Rebuilding America (INFRA) grant program provides federal financial
assistance to eligible transportation infrastructure projects that
address climate change and environmental justice impacts, among other
key objectives. Eligible projects include, but are not limited to,
supporting a modal shift in freight or passenger movement to reduce
vehicle miles traveled, developing zero-emission vehicle infrastructure,
using one or more demand management strategies to reduce congestion and
greenhouse gas emissions, and supporting the installation of electric
vehicle charging stations along the National Highways System. Eligible
applicants for INFRA grants are states, metropolitan planning
organizations that serve urbanized areas with a population of more than
200,000 individuals, local governments, political subdivisions, port
authorities, and tribal governments. Additional terms and conditions
apply. For more information, including funding application deadlines,
see the DOT [INFRA
Grants](https://www.transportation.gov/buildamerica/financing/infra-grants/infrastructure-rebuilding-america)
website.
",,,FALSE,,Incentives,U.S. Department of Transportation,,,,,,ELEC|EFFEC|HY,GNT,,GOV|OTHER|TRIBAL,
12549,NM,Biomass Tax Credit,"Dairy or feedlot owners may receive a tax credit of up to \$5 per wet
ton of agricultural biomass that is used to generate electricity or to
make liquid or gaseous fuel for commercial use. (Reference [New Mexico
Statutes](https://nmonesource.com/nmos/nmsa/en/nav_date.do) 7-2-18.26)
",,,FALSE,38,State Incentives,,2021-04-09 17:04:26 UTC,,,,,BIOD|ETH|NG|OTHER,,,AFP|OTHER,https://nmonesource.com/nmos/nmsa/en/nav_date.do
12550,SD,Electric Vehicle (EV) Fee,"EV owners must pay an annual fee of \$50, in addition to standard
vehicle registration fees. (Reference [South Dakota
Statutes](https://sdlegislature.gov/) 32-5-188)
",2021-02-22 00:00:00 UTC,,FALSE,28,Laws and Regulations,,2021-04-10 17:29:47 UTC,,,,,ELEC|PHEV,,EVFEE|FUEL,IND,https://sdlegislature.gov/Session/Bills/44
12551,NY,Non-Residential Electric Vehicle (EV) Charging Station Program - ConEdison,"ConEdison PowerReady EV Charging Infrastructure Program provides
business and municipal customers with installation and funding support
for the installation of qualifying Level 2 or direct current fast
charging (DCFC) stations. Additional funding is available for eligible
projects located within disadvantaged communities. Additional terms and
conditions apply. For more information, including the participant guide
and application, see the ConEdison [PowerReady EV Charging
Infrastructure
Program](https://www.coned.com/en/our-energy-future/technology-innovation/electric-vehicles/power-ready-program)
website.
",,,FALSE,30,Utility/Private Incentives,,2021-04-12 13:24:57 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION,
12552,NY,Non-Residential Electric Vehicle (EV) Charging Station Program - Central Hudson,"Central Hudson EV Make Ready Program provides business and municipal
customers with installation and funding support to install qualifying
Level 2 or direct current fast charging (DCFC) stations. Additional
funding is available for eligible projects located within disadvantaged
communities. Additional terms and conditions apply. For more
information, including the participation guide and application, see the
Central Hudson [EV Infrastructure Make-Ready
Program](https://www.cenhud.com/my-energy/electric-vehicles/EV-make-ready-program/)
website.
",,,FALSE,28,Utility/Private Incentives,,2021-04-12 13:29:33 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION,
12553,NY,Non-Residential Electric Vehicle (EV) Charging Station Program - Orange & Rockland Utilities (O&R),"The O&R POWERREADY EV Program provides commercial customers with
installation and funding support to install approved Level 2 or direct
current fast charging (DCFC) stations. Additional funding is available
for eligible projects located within disadvantaged communities.
Additional terms and conditions apply. For more information, including
the participant guide and application, see the O&R [POWERREADY EV
Program](https://www.oru.com/en/our-energy-future/technology-innovation/electric-vehicles/new-york/commercial-ev-drivers/power-ready-program)
website.
",,,FALSE,44,Utility/Private Incentives,,2021-04-12 13:32:33 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION|FLEET,
12554,NY,Direct Current Fast Charging (DCFC) Station Incentive - Central Hudson,"Commercial customers that own DCFC stations may receive an annual
incentive per connector. To be eligible, owners of DCFC stations must:

-   Ensure each qualifying port is capable of dispensing 50 kW or more;
-   Use a commonly accepted non-proprietary standard connector; and,
-   Be publicly accessible, without restriction or fees for parking.

The full incentive is available for electric vehicle (EV) charging
stations rated with power capacity of 75 kW and higher, and a 60%
incentive is available for ports rated 50 kW to 74 kW. Payments are made
annually from the date equipment is placed in service, through 2025.

Incentives are available on a first-come, first-served basis. Additional
terms and conditions apply. For more information, including annual
incentive amounts, see the Central Hudson [DCFC Incentive
Program](https://www.cenhud.com/my-energy/electric-vehicles/dc-fast-charging-stations/)
website.
",,,FALSE,50,Utility/Private Incentives,,2021-04-12 13:44:33 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION,
12555,NY,Direct Current Fast Charging (DCFC) Station Incentive - NYSEG,"Owners of DCFC may receive an annual incentive per connector. To be
eligible, owners of DCFC must:

-   Ensure each qualifying port is capable of dispensing 50 kW or more;
-   Use a commonly accepted non-proprietary standard connector; and,
-   Be publicly accessible, without restriction or fees for parking.

The full incentive is available for electric vehicle (EV) charging
stations rated with power capacity of 75 kW and higher, and a 60%
incentive is available for ports rated 50 kW to 74 kW. Payments are made
annually from the date equipment is placed in service, through 2025.

Incentives are available on a first-come, first-served basis. Additional
terms and conditions apply. For more information, including annual
incentive amounts, see the New York State Electric and Gas (NYSEG) [DCFC
Incentive
Program](https://www.nyseg.com/en/smartenergy/electricvehicles/dc-fc-incentive-program)
website.
",,,FALSE,58,Utility/Private Incentives,,2021-04-12 13:50:00 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION,
12556,NY,Direct Current Fast Charging (DCFC) Station Incentive - Orange & Rockland Utilities (O&R),"Owners of DCFC stations may receive an annual incentive per connector.
To be eligible, owners of DCFC stations must:

-   Ensure each qualifying port is capable of dispensing 50 kW or more;
-   Use a commonly accepted non-proprietary standard connector; and,
-   Be publicly accessible, without restriction or fees for parking.

The full incentive is available for electric vehicle charging stations
rated with power capacity of 75 kW and higher, and a 60% incentive is
available for ports rated 50 kW to 74 kW. Payments are made annually
from the date equipment is placed in service, through 2025.

Incentives are available on a first-come, first-served basis. Additional
terms and conditions apply. For more information, including annual
incentive amounts, see the O&R [DCFC Incentive
Program](https://www.rge.com/en/smartenergy/electricvehicles/dc-fc-incentive-program)
website.
",,,FALSE,59,Utility/Private Incentives,,2021-04-12 13:53:59 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION,
12557,NY,Direct Current Fast Charging (DCFC) Stations - RG&E,"Owners of DCFC stations may receive an annual incentive per connector.
To be eligible, owners of DCFC stations must:

-   Ensure each qualifying port is capable of dispensing 50 kW or more;
-   Use a commonly accepted non-proprietary standard connector; and,
-   Be publicly accessible, without restriction or fees for parking.

The full incentive is available for electric vehicle (EV) charging
stations rated with power capacity of 75 kW and higher, and a 60%
incentive is available for ports rated 50 kW to 74 kW. Payments are made
annually from the date equipment is placed in service, through 2025.

Incentives are available on a first-come, first-served basis. Additional
terms and conditions apply. For more information, including annual
incentive amounts, see the Rochester Gas and Electric (RG&E) [DCFC
Incentive
Program](https://www.rge.com/wps/portal/rge/saveenergy/electricvehicles/dc-fc-incentive-program/!ut/p/z1/vZNbb4IwFIB_yx54bFouKjyyjuE2xStyeSFdKVgjoLVx7t-vJsQtS5RlWda3JuecfuecrzCFMUxrcuQlkbypyVbdk7SfmfrYG1oYBb5ju2iGMLanwYuBbAtGNwNQD6Y_yUdXjou68lcwhSmt5U6uYSJKRkqRfXagoTUjORMaOlRESFYzUb5riG0ZlYLTI1tzumUHDeUUFBTwmrJa8iMDO9GUglTn4jvKc5i8EqrnhWEBYpgFsJwBBcQhFshzo687ZmHbVn6OjvA480eTe3eU4Umw9OIlTDQ09z3Xn2fBF7BhC7Y4g3ktmNeCrS5gDxg8YvB0AZu2YFHXYtLbY43OsB2b66qRKIbBdQYdRkfO3mBYN6JSLi1-N81Z6M3VS_812CGCz13SqV9hiDEel6ofItfKm6KB8XerYHzNKpXPN_t96ip1m1qyk4Tx37u7q8Kwss0KxGjTKyv7BPxoOnLvPgAMvrfC/dz/d5/L2dBISEvZ0FBIS9nQSEh/?WCM_GLOBAL_CONTEXT=%2FRGEAGR_Navigation%2FHeader%2FSmartEnergy%2FElectricVehicles%2FDC-FC-Incentive-Program)
website.
",,,FALSE,61,Utility/Private Incentives,,2021-04-12 13:56:22 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION,
12558,NY,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - Central Hudson,"Central Hudson offers a TOU rate for residential customers that own or
lease an eligible EV. Additional terms and conditions apply. For more
information, including how to enroll, see the Central Hudson [EV TOU
Rate](https://www.cenhud.com/my-energy/my-energy-options/time-of-use-billing/ev-time-of-use-rate/)
website.
",,,FALSE,64,Utility/Private Incentives,,2021-04-12 13:59:26 UTC,,,,,ELEC|PHEV,TOU,,STATION|IND,
